County Code|County Name|Station Code|Station Name
1|Mombasa|001001000100101|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100102|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100103|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100104|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100105|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100106|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100107|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100108|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100109|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100110|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100111|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100112|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100113|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100114|BOMU PRIMARY SCHOOL 
1|Mombasa|001001000100201|MWIJABU PRIMARY SCHOOL 
1|Mombasa|001001000100202|MWIJABU PRIMARY SCHOOL 
1|Mombasa|001001000100203|MWIJABU PRIMARY SCHOOL 
1|Mombasa|001001000100204|MWIJABU PRIMARY SCHOOL 
1|Mombasa|001001000100205|MWIJABU PRIMARY SCHOOL 
1|Mombasa|001001000100206|MWIJABU PRIMARY SCHOOL 
1|Mombasa|001001000100207|MWIJABU PRIMARY SCHOOL 
1|Mombasa|001001000100301|LILONGWE GARDEN 
1|Mombasa|001001000100302|LILONGWE GARDEN 
1|Mombasa|001001000100303|LILONGWE GARDEN 
1|Mombasa|001001000100304|LILONGWE GARDEN 
1|Mombasa|001001000100305|LILONGWE GARDEN 
1|Mombasa|001001000200401|UMOJA PRIMARY SCHOOL 
1|Mombasa|001001000200402|UMOJA PRIMARY SCHOOL 
1|Mombasa|001001000200403|UMOJA PRIMARY SCHOOL 
1|Mombasa|001001000200404|UMOJA PRIMARY SCHOOL 
1|Mombasa|001001000200405|UMOJA PRIMARY SCHOOL 
1|Mombasa|001001000200501|KISUMU NDOGO GROUND 
1|Mombasa|001001000200502|KISUMU NDOGO GROUND 
1|Mombasa|001001000200503|KISUMU NDOGO GROUND 
1|Mombasa|001001000200504|KISUMU NDOGO GROUND 
1|Mombasa|001001000200505|KISUMU NDOGO GROUND 
1|Mombasa|001001000200601|KWA HOLA PRIMARY SCHOOL 
1|Mombasa|001001000200602|KWA HOLA PRIMARY SCHOOL 
1|Mombasa|001001000200603|KWA HOLA PRIMARY SCHOOL 
1|Mombasa|001001000200604|KWA HOLA PRIMARY SCHOOL 
1|Mombasa|001001000200701|CAPE TOWN GROUND 
1|Mombasa|001001000200702|CAPE TOWN GROUND 
1|Mombasa|001001000200703|CAPE TOWN GROUND 
1|Mombasa|001001000200704|CAPE TOWN GROUND 
1|Mombasa|001001000200705|CAPE TOWN GROUND 
1|Mombasa|001001000200706|CAPE TOWN GROUND 
1|Mombasa|001001000200801|KALOLENI GROUND 
1|Mombasa|001001000200802|KALOLENI GROUND 
1|Mombasa|001001000300901|BOKOLE NURSERY SCHOOL 
1|Mombasa|001001000300902|BOKOLE NURSERY SCHOOL 
1|Mombasa|001001000300903|BOKOLE NURSERY SCHOOL 
1|Mombasa|001001000300904|BOKOLE NURSERY SCHOOL 
1|Mombasa|001001000300905|BOKOLE NURSERY SCHOOL 
1|Mombasa|001001000301001|BARAKA VILLAGE 
1|Mombasa|001001000301002|BARAKA VILLAGE 
1|Mombasa|001001000301003|BARAKA VILLAGE 
1|Mombasa|001001000301004|BARAKA VILLAGE 
1|Mombasa|001001000301005|BARAKA VILLAGE 
1|Mombasa|001001000301006|BARAKA VILLAGE 
1|Mombasa|001001000301101|AL-IRSHADI NURSERY SCHOOL 
1|Mombasa|001001000301102|AL-IRSHADI NURSERY SCHOOL 
1|Mombasa|001001000301103|AL-IRSHADI NURSERY SCHOOL 
1|Mombasa|001001000301104|AL-IRSHADI NURSERY SCHOOL 
1|Mombasa|001001000301105|AL-IRSHADI NURSERY SCHOOL 
1|Mombasa|001001000301106|AL-IRSHADI NURSERY SCHOOL 
1|Mombasa|001001000301107|AL-IRSHADI NURSERY SCHOOL 
1|Mombasa|001001000301201|MWIDANI SOCIAL HALL 
1|Mombasa|001001000301202|MWIDANI SOCIAL HALL 
1|Mombasa|001001000301203|MWIDANI SOCIAL HALL 
1|Mombasa|001001000301204|MWIDANI SOCIAL HALL 
1|Mombasa|001001000301205|MWIDANI SOCIAL HALL 
1|Mombasa|001001000301206|MWIDANI SOCIAL HALL 
1|Mombasa|001001000301301|PORTREITZ NURSERY SCHOOL 
1|Mombasa|001001000301302|PORTREITZ NURSERY SCHOOL 
1|Mombasa|001001000401401|CHANGAMWE SOCIAL HALL 
1|Mombasa|001001000401402|CHANGAMWE SOCIAL HALL 
1|Mombasa|001001000401403|CHANGAMWE SOCIAL HALL 
1|Mombasa|001001000401404|CHANGAMWE SOCIAL HALL 
1|Mombasa|001001000401405|CHANGAMWE SOCIAL HALL 
1|Mombasa|001001000401406|CHANGAMWE SOCIAL HALL 
1|Mombasa|001001000401407|CHANGAMWE SOCIAL HALL 
1|Mombasa|001001000401408|CHANGAMWE SOCIAL HALL 
1|Mombasa|001001000401409|CHANGAMWE SOCIAL HALL 
1|Mombasa|001001000401410|CHANGAMWE SOCIAL HALL 
1|Mombasa|001001000401501|CHANGAMWE PRIMARY SCHOOL 
1|Mombasa|001001000401502|CHANGAMWE PRIMARY SCHOOL 
1|Mombasa|001001000401601|ST. LWANGA PRIMARY SCHOOL 
1|Mombasa|001001000401602|ST. LWANGA PRIMARY SCHOOL 
1|Mombasa|001001000401603|ST. LWANGA PRIMARY SCHOOL 
1|Mombasa|001001000401604|ST. LWANGA PRIMARY SCHOOL 
1|Mombasa|001001000401701|CHANGAMWE SECONDARY SCHOOL 
1|Mombasa|001001000401702|CHANGAMWE SECONDARY SCHOOL 
1|Mombasa|001001000401801|GOME PRIMARY SCHOOL 
1|Mombasa|001001000401802|GOME PRIMARY SCHOOL 
1|Mombasa|001001000401803|GOME PRIMARY SCHOOL 
1|Mombasa|001001000401901|MAGONGO PRIMARY SCHOOL 
1|Mombasa|001001000401902|MAGONGO PRIMARY SCHOOL 
1|Mombasa|001001000401903|MAGONGO PRIMARY SCHOOL 
1|Mombasa|001001000401904|MAGONGO PRIMARY SCHOOL 
1|Mombasa|001001000402001|BAPTIST CHURCH PRIMARY SCHOOL 
1|Mombasa|001001000402002|BAPTIST CHURCH PRIMARY SCHOOL 
1|Mombasa|001001000402003|BAPTIST CHURCH PRIMARY SCHOOL 
1|Mombasa|001001000402004|BAPTIST CHURCH PRIMARY SCHOOL 
1|Mombasa|001001000502101|CHAANI SOCIAL HALL 
1|Mombasa|001001000502102|CHAANI SOCIAL HALL 
1|Mombasa|001001000502103|CHAANI SOCIAL HALL 
1|Mombasa|001001000502104|CHAANI SOCIAL HALL 
1|Mombasa|001001000502105|CHAANI SOCIAL HALL 
1|Mombasa|001001000502106|CHAANI SOCIAL HALL 
1|Mombasa|001001000502107|CHAANI SOCIAL HALL 
1|Mombasa|001001000502108|CHAANI SOCIAL HALL 
1|Mombasa|001001000502109|CHAANI SOCIAL HALL 
1|Mombasa|001001000502110|CHAANI SOCIAL HALL 
1|Mombasa|001001000502111|CHAANI SOCIAL HALL 
1|Mombasa|001001000502112|CHAANI SOCIAL HALL 
1|Mombasa|001001000502113|CHAANI SOCIAL HALL 
1|Mombasa|001001000502201|KIPEVU PRIMARY SCHOOL 
1|Mombasa|001001000502202|KIPEVU PRIMARY SCHOOL 
1|Mombasa|001001000502203|KIPEVU PRIMARY SCHOOL 
1|Mombasa|001001000502204|KIPEVU PRIMARY SCHOOL 
1|Mombasa|001001000502205|KIPEVU PRIMARY SCHOOL 
1|Mombasa|001001000502301|MIKADINI PRIMARY SCHOOL 
1|Mombasa|001001000502302|MIKADINI PRIMARY SCHOOL 
1|Mombasa|001001000502303|MIKADINI PRIMARY SCHOOL 
1|Mombasa|001001000502304|MIKADINI PRIMARY SCHOOL 
1|Mombasa|001001000502305|MIKADINI PRIMARY SCHOOL 
1|Mombasa|001001000502306|MIKADINI PRIMARY SCHOOL 
1|Mombasa|001001000502401|CHAANI PRIMARY SCHOOL 
1|Mombasa|001001000502402|CHAANI PRIMARY SCHOOL 
1|Mombasa|001001000502403|CHAANI PRIMARY SCHOOL 
1|Mombasa|001001000502404|CHAANI PRIMARY SCHOOL 
1|Mombasa|001001000502405|CHAANI PRIMARY SCHOOL 
1|Mombasa|001001000502406|CHAANI PRIMARY SCHOOL 
1|Mombasa|001001000502407|CHAANI PRIMARY SCHOOL 
1|Mombasa|001001000502408|CHAANI PRIMARY SCHOOL 
1|Mombasa|001001000502409|CHAANI PRIMARY SCHOOL 
1|Mombasa|001002000600101|MIRITINI WORLD BANK PRIMARY SCHOOL 
1|Mombasa|001002000600102|MIRITINI WORLD BANK PRIMARY SCHOOL 
1|Mombasa|001002000600103|MIRITINI WORLD BANK PRIMARY SCHOOL 
1|Mombasa|001002000600104|MIRITINI WORLD BANK PRIMARY SCHOOL 
1|Mombasa|001002000600105|MIRITINI WORLD BANK PRIMARY SCHOOL 
1|Mombasa|001002000600106|MIRITINI WORLD BANK PRIMARY SCHOOL 
1|Mombasa|001002000600107|MIRITINI WORLD BANK PRIMARY SCHOOL 
1|Mombasa|001002000600201|JOMVU KUU PRIMARY SCHOOL 
1|Mombasa|001002000600202|JOMVU KUU PRIMARY SCHOOL 
1|Mombasa|001002000600203|JOMVU KUU PRIMARY SCHOOL 
1|Mombasa|001002000600204|JOMVU KUU PRIMARY SCHOOL 
1|Mombasa|001002000600205|JOMVU KUU PRIMARY SCHOOL 
1|Mombasa|001002000600206|JOMVU KUU PRIMARY SCHOOL 
1|Mombasa|001002000600207|JOMVU KUU PRIMARY SCHOOL 
1|Mombasa|001002000600208|JOMVU KUU PRIMARY SCHOOL 
1|Mombasa|001002000600301|TARATIBU SOCIAL HALL 
1|Mombasa|001002000600302|TARATIBU SOCIAL HALL 
1|Mombasa|001002000600401|MIRIRONI PRIMARY SCHOOL 
1|Mombasa|001002000600501|ALDINNAH NURSERY SCHOOL 
1|Mombasa|001002000600502|ALDINNAH NURSERY SCHOOL 
1|Mombasa|001002000600503|ALDINNAH NURSERY SCHOOL 
1|Mombasa|001002000600504|ALDINNAH NURSERY SCHOOL 
1|Mombasa|001002000600505|ALDINNAH NURSERY SCHOOL 
1|Mombasa|001002000600506|ALDINNAH NURSERY SCHOOL 
1|Mombasa|001002000600507|ALDINNAH NURSERY SCHOOL 
1|Mombasa|001002000600601|JOMVU NARCOL NURSERY SCHOOL 
1|Mombasa|001002000600602|JOMVU NARCOL NURSERY SCHOOL 
1|Mombasa|001002000600603|JOMVU NARCOL NURSERY SCHOOL 
1|Mombasa|001002000600701|SWALEH KHALID SOCIAL HALL 
1|Mombasa|001002000600702|SWALEH KHALID SOCIAL HALL 
1|Mombasa|001002000600703|SWALEH KHALID SOCIAL HALL 
1|Mombasa|001002000600801|NURU COMMUNITY BASED REHABILITATION SCHOOL 
1|Mombasa|001002000600802|NURU COMMUNITY BASED REHABILITATION SCHOOL 
1|Mombasa|001002000600803|NURU COMMUNITY BASED REHABILITATION SCHOOL 
1|Mombasa|001002000600804|NURU COMMUNITY BASED REHABILITATION SCHOOL 
1|Mombasa|001002000600805|NURU COMMUNITY BASED REHABILITATION SCHOOL 
1|Mombasa|001002000700901|ABU-UBAIDA PRIMARY SCHOOL 
1|Mombasa|001002000700902|ABU-UBAIDA PRIMARY SCHOOL 
1|Mombasa|001002000700903|ABU-UBAIDA PRIMARY SCHOOL 
1|Mombasa|001002000700904|ABU-UBAIDA PRIMARY SCHOOL 
1|Mombasa|001002000700905|ABU-UBAIDA PRIMARY SCHOOL 
1|Mombasa|001002000700906|ABU-UBAIDA PRIMARY SCHOOL 
1|Mombasa|001002000701001|MIRITINI PRIMARY SCHOOL 
1|Mombasa|001002000701002|MIRITINI PRIMARY SCHOOL 
1|Mombasa|001002000701003|MIRITINI PRIMARY SCHOOL 
1|Mombasa|001002000701004|MIRITINI PRIMARY SCHOOL 
1|Mombasa|001002000701005|MIRITINI PRIMARY SCHOOL 
1|Mombasa|001002000701006|MIRITINI PRIMARY SCHOOL 
1|Mombasa|001002000701101|BAMAKO INNITIATIVE MIRITINI 
1|Mombasa|001002000701102|BAMAKO INNITIATIVE MIRITINI 
1|Mombasa|001002000701103|BAMAKO INNITIATIVE MIRITINI 
1|Mombasa|001002000701201|RAILWAY STATION HALL 
1|Mombasa|001002000701202|RAILWAY STATION HALL 
1|Mombasa|001002000701203|RAILWAY STATION HALL 
1|Mombasa|001002000701204|RAILWAY STATION HALL 
1|Mombasa|001002000701205|RAILWAY STATION HALL 
1|Mombasa|001002000701206|RAILWAY STATION HALL 
1|Mombasa|001002000701207|RAILWAY STATION HALL 
1|Mombasa|001002000701208|RAILWAY STATION HALL 
1|Mombasa|001002000701209|RAILWAY STATION HALL 
1|Mombasa|001002000701301|MWAMLAI PRIMARY SCHOOL 
1|Mombasa|001002000701302|MWAMLAI PRIMARY SCHOOL 
1|Mombasa|001002000701303|MWAMLAI PRIMARY SCHOOL 
1|Mombasa|001002000801401|MINISTRY OF WATER TANKS 
1|Mombasa|001002000801402|MINISTRY OF WATER TANKS 
1|Mombasa|001002000801403|MINISTRY OF WATER TANKS 
1|Mombasa|001002000801404|MINISTRY OF WATER TANKS 
1|Mombasa|001002000801405|MINISTRY OF WATER TANKS 
1|Mombasa|001002000801406|MINISTRY OF WATER TANKS 
1|Mombasa|001002000801501|MIKINDANI SOCIAL HALL 
1|Mombasa|001002000801502|MIKINDANI SOCIAL HALL 
1|Mombasa|001002000801503|MIKINDANI SOCIAL HALL 
1|Mombasa|001002000801504|MIKINDANI SOCIAL HALL 
1|Mombasa|001002000801505|MIKINDANI SOCIAL HALL 
1|Mombasa|001002000801506|MIKINDANI SOCIAL HALL 
1|Mombasa|001002000801507|MIKINDANI SOCIAL HALL 
1|Mombasa|001002000801508|MIKINDANI SOCIAL HALL 
1|Mombasa|001002000801509|MIKINDANI SOCIAL HALL 
1|Mombasa|001002000801510|MIKINDANI SOCIAL HALL 
1|Mombasa|001002000801601|OWINO UHURU NURSERY SCHOOL 
1|Mombasa|001002000801602|OWINO UHURU NURSERY SCHOOL 
1|Mombasa|001002000801701|KWA SHEE PRIMARY SCHOOL 
1|Mombasa|001002000801702|KWA SHEE PRIMARY SCHOOL 
1|Mombasa|001002000801703|KWA SHEE PRIMARY SCHOOL 
1|Mombasa|001002000801704|KWA SHEE PRIMARY SCHOOL 
1|Mombasa|001002000801801|AMANI PRIMARY SCHOOL 
1|Mombasa|001002000801802|AMANI PRIMARY SCHOOL 
1|Mombasa|001002000801803|AMANI PRIMARY SCHOOL 
1|Mombasa|001002000801804|AMANI PRIMARY SCHOOL 
1|Mombasa|001002000801805|AMANI PRIMARY SCHOOL 
1|Mombasa|001002000801806|AMANI PRIMARY SCHOOL 
1|Mombasa|001002000801807|AMANI PRIMARY SCHOOL 
1|Mombasa|001002000801808|AMANI PRIMARY SCHOOL 
1|Mombasa|001002000801809|AMANI PRIMARY SCHOOL 
1|Mombasa|001002000801810|AMANI PRIMARY SCHOOL 
1|Mombasa|001002000801901|ST. MARY'S BANGLADESH PRIMARY SCHOOL 
1|Mombasa|001002000801902|ST. MARY'S BANGLADESH PRIMARY SCHOOL 
1|Mombasa|001002000801903|ST. MARY'S BANGLADESH PRIMARY SCHOOL 
1|Mombasa|001002000801904|ST. MARY'S BANGLADESH PRIMARY SCHOOL 
1|Mombasa|001002000801905|ST. MARY'S BANGLADESH PRIMARY SCHOOL 
1|Mombasa|001002000801906|ST. MARY'S BANGLADESH PRIMARY SCHOOL 
1|Mombasa|001002000802001|MIKINDANI PRIMARY SCHOOL 
1|Mombasa|001002000802002|MIKINDANI PRIMARY SCHOOL 
1|Mombasa|001002000802003|MIKINDANI PRIMARY SCHOOL 
1|Mombasa|001002000802004|MIKINDANI PRIMARY SCHOOL 
1|Mombasa|001002000802005|MIKINDANI PRIMARY SCHOOL 
1|Mombasa|001002000802006|MIKINDANI PRIMARY SCHOOL 
1|Mombasa|001002000802007|MIKINDANI PRIMARY SCHOOL 
1|Mombasa|001002000802008|MIKINDANI PRIMARY SCHOOL 
1|Mombasa|001003000900101|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900102|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900103|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900104|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900105|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900106|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900107|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900108|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900109|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900110|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900111|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900112|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900113|KISAUNI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003000900201|KISAUNI WATER & SEWERAGE OFFICES 
1|Mombasa|001003000900202|KISAUNI WATER & SEWERAGE OFFICES 
1|Mombasa|001003000900203|KISAUNI WATER & SEWERAGE OFFICES 
1|Mombasa|001003000900204|KISAUNI WATER & SEWERAGE OFFICES 
1|Mombasa|001003000900205|KISAUNI WATER & SEWERAGE OFFICES 
1|Mombasa|001003000900206|KISAUNI WATER & SEWERAGE OFFICES 
1|Mombasa|001003000900207|KISAUNI WATER & SEWERAGE OFFICES 
1|Mombasa|001003000900208|KISAUNI WATER & SEWERAGE OFFICES 
1|Mombasa|001003000900301|KADONGO GROUNDS - MISHOMORONI 
1|Mombasa|001003000900302|KADONGO GROUNDS - MISHOMORONI 
1|Mombasa|001003000900303|KADONGO GROUNDS - MISHOMORONI 
1|Mombasa|001003000900304|KADONGO GROUNDS - MISHOMORONI 
1|Mombasa|001003000900305|KADONGO GROUNDS - MISHOMORONI 
1|Mombasa|001003000900306|KADONGO GROUNDS - MISHOMORONI 
1|Mombasa|001003000900307|KADONGO GROUNDS - MISHOMORONI 
1|Mombasa|001003000900308|KADONGO GROUNDS - MISHOMORONI 
1|Mombasa|001003000900309|KADONGO GROUNDS - MISHOMORONI 
1|Mombasa|001003000900401|SNAKE VALLEY GROUNDS 
1|Mombasa|001003000900402|SNAKE VALLEY GROUNDS 
1|Mombasa|001003000900403|SNAKE VALLEY GROUNDS 
1|Mombasa|001003000900404|SNAKE VALLEY GROUNDS 
1|Mombasa|001003001000501|NASA JUNIOR ACADEMY 
1|Mombasa|001003001000502|NASA JUNIOR ACADEMY 
1|Mombasa|001003001000503|NASA JUNIOR ACADEMY 
1|Mombasa|001003001000504|NASA JUNIOR ACADEMY 
1|Mombasa|001003001000505|NASA JUNIOR ACADEMY 
1|Mombasa|001003001000506|NASA JUNIOR ACADEMY 
1|Mombasa|001003001000507|NASA JUNIOR ACADEMY 
1|Mombasa|001003001000601|MANYANI GROUNDS 
1|Mombasa|001003001000602|MANYANI GROUNDS 
1|Mombasa|001003001000603|MANYANI GROUNDS 
1|Mombasa|001003001000604|MANYANI GROUNDS 
1|Mombasa|001003001000605|MANYANI GROUNDS 
1|Mombasa|001003001000701|IFC CHURCH 
1|Mombasa|001003001000702|IFC CHURCH 
1|Mombasa|001003001000703|IFC CHURCH 
1|Mombasa|001003001000704|IFC CHURCH 
1|Mombasa|001003001000705|IFC CHURCH 
1|Mombasa|001003001000706|IFC CHURCH 
1|Mombasa|001003001000707|IFC CHURCH 
1|Mombasa|001003001000708|IFC CHURCH 
1|Mombasa|001003001000709|IFC CHURCH 
1|Mombasa|001003001000801|EMMAS ACADEMY 
1|Mombasa|001003001000802|EMMAS ACADEMY 
1|Mombasa|001003001000803|EMMAS ACADEMY 
1|Mombasa|001003001000804|EMMAS ACADEMY 
1|Mombasa|001003001000805|EMMAS ACADEMY 
1|Mombasa|001003001000806|EMMAS ACADEMY 
1|Mombasa|001003001000901|NEW HOPE SECONDARY SCHOOL - MAKUMBA 
1|Mombasa|001003001000902|NEW HOPE SECONDARY SCHOOL - MAKUMBA 
1|Mombasa|001003001000903|NEW HOPE SECONDARY SCHOOL - MAKUMBA 
1|Mombasa|001003001001001|ASSISTANT CHIEF'S CAMP - MACHAFUKO 
1|Mombasa|001003001001002|ASSISTANT CHIEF'S CAMP - MACHAFUKO 
1|Mombasa|001003001001003|ASSISTANT CHIEF'S CAMP - MACHAFUKO 
1|Mombasa|001003001001004|ASSISTANT CHIEF'S CAMP - MACHAFUKO 
1|Mombasa|001003001001005|ASSISTANT CHIEF'S CAMP - MACHAFUKO 
1|Mombasa|001003001001006|ASSISTANT CHIEF'S CAMP - MACHAFUKO 
1|Mombasa|001003001001007|ASSISTANT CHIEF'S CAMP - MACHAFUKO 
1|Mombasa|001003001101101|KASHANI PRIMARY SCHOOL 
1|Mombasa|001003001101102|KASHANI PRIMARY SCHOOL 
1|Mombasa|001003001101103|KASHANI PRIMARY SCHOOL 
1|Mombasa|001003001101201|MAJAONI PRIMARY SCHOOL 
1|Mombasa|001003001101202|MAJAONI PRIMARY SCHOOL 
1|Mombasa|001003001101203|MAJAONI PRIMARY SCHOOL 
1|Mombasa|001003001101204|MAJAONI PRIMARY SCHOOL 
1|Mombasa|001003001101205|MAJAONI PRIMARY SCHOOL 
1|Mombasa|001003001101206|MAJAONI PRIMARY SCHOOL 
1|Mombasa|001003001101207|MAJAONI PRIMARY SCHOOL 
1|Mombasa|001003001101301|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101302|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101303|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101304|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101305|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101306|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101307|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101308|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101309|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101310|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101311|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101312|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101313|KIEMBENI PRIMARY SCHOOL 
1|Mombasa|001003001101401|ST. ELIZABETH ACADEMY 
1|Mombasa|001003001101402|ST. ELIZABETH ACADEMY 
1|Mombasa|001003001101403|ST. ELIZABETH ACADEMY 
1|Mombasa|001003001101404|ST. ELIZABETH ACADEMY 
1|Mombasa|001003001101501|MDENGEREKENI PRIMARY SCHOOL 
1|Mombasa|001003001201601|MARIMANI PRIMARY SCHOOL 
1|Mombasa|001003001201602|MARIMANI PRIMARY SCHOOL 
1|Mombasa|001003001201701|COLORADO PRIMARY SCHOOL 
1|Mombasa|001003001201702|COLORADO PRIMARY SCHOOL 
1|Mombasa|001003001201801|VORONI COMMUNITY PRIMARY SCHOOL 
1|Mombasa|001003001201802|VORONI COMMUNITY PRIMARY SCHOOL 
1|Mombasa|001003001201901|MAUNGUJA PRIMARY SCHOOL 
1|Mombasa|001003001202001|MWAKIRUNGE PRIMARY SCHOOL 
1|Mombasa|001003001202002|MWAKIRUNGE PRIMARY SCHOOL 
1|Mombasa|001003001302101|KIEMBENI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003001302102|KIEMBENI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003001302103|KIEMBENI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003001302104|KIEMBENI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003001302105|KIEMBENI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003001302106|KIEMBENI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003001302107|KIEMBENI BAPTIST PRIMARY SCHOOL 
1|Mombasa|001003001302201|MTOPANGA PRIMARY SCHOOL 
1|Mombasa|001003001302202|MTOPANGA PRIMARY SCHOOL 
1|Mombasa|001003001302203|MTOPANGA PRIMARY SCHOOL 
1|Mombasa|001003001302204|MTOPANGA PRIMARY SCHOOL 
1|Mombasa|001003001302205|MTOPANGA PRIMARY SCHOOL 
1|Mombasa|001003001302206|MTOPANGA PRIMARY SCHOOL 
1|Mombasa|001003001302207|MTOPANGA PRIMARY SCHOOL 
1|Mombasa|001003001302208|MTOPANGA PRIMARY SCHOOL 
1|Mombasa|001003001302209|MTOPANGA PRIMARY SCHOOL 
1|Mombasa|001003001302301|CONCORDIA PRIMARY SCHOOL 
1|Mombasa|001003001302302|CONCORDIA PRIMARY SCHOOL 
1|Mombasa|001003001302401|COMMUNITY OF CHRIST CHURCH-MTOPANGA 
1|Mombasa|001003001302402|COMMUNITY OF CHRIST CHURCH-MTOPANGA 
1|Mombasa|001003001302403|COMMUNITY OF CHRIST CHURCH-MTOPANGA 
1|Mombasa|001003001302501|ST.JOSEPHS HERMAN PRIMARY SCHOOL 
1|Mombasa|001003001302502|ST.JOSEPHS HERMAN PRIMARY SCHOOL 
1|Mombasa|001003001302503|ST.JOSEPHS HERMAN PRIMARY SCHOOL 
1|Mombasa|001003001302504|ST.JOSEPHS HERMAN PRIMARY SCHOOL 
1|Mombasa|001003001302601|PERMA SHARP GROUNDS 
1|Mombasa|001003001302602|PERMA SHARP GROUNDS 
1|Mombasa|001003001302603|PERMA SHARP GROUNDS 
1|Mombasa|001003001402701|MISHOMORONI JUNIOR ACADEMY 
1|Mombasa|001003001402702|MISHOMORONI JUNIOR ACADEMY 
1|Mombasa|001003001402703|MISHOMORONI JUNIOR ACADEMY 
1|Mombasa|001003001402704|MISHOMORONI JUNIOR ACADEMY 
1|Mombasa|001003001402705|MISHOMORONI JUNIOR ACADEMY 
1|Mombasa|001003001402801|MWANDONI (KISHADA) PLAY GROUNDS 
1|Mombasa|001003001402802|MWANDONI (KISHADA) PLAY GROUNDS 
1|Mombasa|001003001402803|MWANDONI (KISHADA) PLAY GROUNDS 
1|Mombasa|001003001402804|MWANDONI (KISHADA) PLAY GROUNDS 
1|Mombasa|001003001402805|MWANDONI (KISHADA) PLAY GROUNDS 
1|Mombasa|001003001402806|MWANDONI (KISHADA) PLAY GROUNDS 
1|Mombasa|001003001402901|BARSHEBA SOKONI GROUNDS 
1|Mombasa|001003001402902|BARSHEBA SOKONI GROUNDS 
1|Mombasa|001003001402903|BARSHEBA SOKONI GROUNDS 
1|Mombasa|001003001402904|BARSHEBA SOKONI GROUNDS 
1|Mombasa|001003001403001|MWANDONI BLUE BENCH GROUNDS 
1|Mombasa|001003001403002|MWANDONI BLUE BENCH GROUNDS 
1|Mombasa|001003001403003|MWANDONI BLUE BENCH GROUNDS 
1|Mombasa|001003001403101|MWANDONI KWA MTUMWA GROUNDS 
1|Mombasa|001003001403102|MWANDONI KWA MTUMWA GROUNDS 
1|Mombasa|001003001403103|MWANDONI KWA MTUMWA GROUNDS 
1|Mombasa|001003001403201|MJAHIDINA MUSLIM SCHOOL 
1|Mombasa|001003001403202|MJAHIDINA MUSLIM SCHOOL 
1|Mombasa|001003001503301|MIKOROSHONI PRIMARY SCHOOL 
1|Mombasa|001003001503302|MIKOROSHONI PRIMARY SCHOOL 
1|Mombasa|001003001503303|MIKOROSHONI PRIMARY SCHOOL 
1|Mombasa|001003001503304|MIKOROSHONI PRIMARY SCHOOL 
